ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"Amph",1.27272727,1.15316867,1.07948154,-5.26139854,1.14261888,0.92893675,1.08876163,1.25317825,1.27272727
"Bird",0.72727273,0.72302677,0.86358523,8.33288125,0.78676597,0.75102635,0.89334288,0.59415697,0.72727273
"Blen",1,0.26917495,0.9964445,-10.35374367,1.09877202,1.16154132,1.00501074,1.15884471,1
"Cepha",0.63636364,0.04869405,0.88321217,-2.01412103,0.87005232,1.10820524,0.88403722,0.72660904,0.63636364
"Crus",1.72727273,3.64735801,1.25359147,3.06474131,1.27831857,0.86860875,1.22834646,1.56851348,1.72727273
"Deca",1.81818182,4.0099829,1.29537785,-0.86808409,1.32441071,0.87841563,1.25626342,1.683664,1.81818182
"Dpunt",0.72727273,0.35927992,0.92526989,-0.86704695,0.90032379,1.08375954,0.92125984,0.77805001,0.72727273
"Echino",1.09090909,0.61735677,1.02266673,11.89907854,1.10799218,1.05840844,1.0329277,1.17837481,1.09090909
"Gastro",1.36363636,0.8962254,1.11032387,8.4547449,1.22388588,1.00897379,1.1166786,1.43777825,1.36363636
"HerbFish",0.81818182,0.36216753,0.94783745,-5.17946468,0.98490901,1.15770025,0.94917681,0.93111277,0.81818182
"InvFeedFour",0.45454545,0.02511128,0.84481164,-10.10327496,0.75340743,1.24727414,0.82820329,0.54484109,0.45454545
"InvFeedOne",1.27272727,0.82106728,1.07948154,-1.80202641,1.19047204,1.0430167,1.08876163,1.36034309,1.27272727
"InvFeedThree",1.18181818,0.69840414,1.05030637,3.37484543,1.15285069,1.06474621,1.06084467,1.27572241,1.18181818
"InvFeedTwo",0.90909091,0.4420122,0.97153339,6.71961387,1.03283693,1.13319418,0.97709377,1.0239378,0.90909091
"MacroAlga",1.45454545,2.15223124,1.14298046,-0.99876341,1.20586342,0.89837962,1.14459556,1.39574571,1.45454545
"Macropl",0.45454545,0.12140758,0.86358523,18.283697,0.71052156,1.12558885,0.83750895,0.48457898,0.45454545
"Mcarni",1.09090909,0.66751209,1.02266673,0.47137899,1.07505044,0.98869291,1.0329277,1.10934783,1.09090909
"Mugil",0.45454545,0.33822107,0.80961116,-2.04419801,0.6457126,0.94306093,0.80959198,0.4002106,0.45454545
"PelBaci",0.45454545,0.05044092,0.80961116,-0.88208544,0.71960107,1.09516753,0.80959198,0.49704265,0.45454545
"Phyto",0.54545455,0.19390414,0.88321217,-6.40328693,0.72653093,0.97601736,0.86542591,0.50666193,0.54545455
"Pisc",1,0.76518435,0.97153339,-9.11747577,1.00230786,0.8918978,0.99570508,0.96430036,1
"PlFish",0.72727273,0.66755391,0.90375199,18.18879891,0.83162886,0.92214627,0.91195419,0.66384878,0.72727273
"Polych",1.54545455,1.93505984,1.17761623,-6.25860625,1.26248903,0.95290312,1.17251253,1.52990789,1.54545455
"Proto",0.54545455,0.16729025,0.86358523,-3.12696956,0.73953408,1.01404401,0.85612026,0.52496028,0.54545455
"SuspFeed",1.54545455,2.95894738,1.17761623,8.00151582,1.20460792,0.85000748,1.17251253,1.39284082,1.54545455
"Zoopl",1.18181818,1.90921737,1.05030637,4.48924967,1.02853583,0.84828682,1.06084467,1.01542748,1.18181818
