ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"Cepha",0.73684211,0.18154762,0.93690272,4.66666667,0.93388302,1.11364544,0.9296875,0.84940171,0.73684211
"Lsha",0.92105263,0.50833333,0.93690272,47.83333333,0.95635601,0.89091635,0.96614583,0.89077364,0.92105263
"Mdem",1.10526316,0.5625,1.03059299,42,1.10916142,1.0058733,1.0390625,1.1981679,1.10526316
"MmesoPela",1.10526316,1.11309524,1.03059299,8.16666667,1.03378869,0.91007584,1.0390625,1.04085859,1.10526316
"Mpela",0.73684211,0.1875,0.93690272,36.16666667,0.91181506,1.07772139,0.9296875,0.80973273,0.73684211
"Ocrus",0.73684211,0.25833333,0.89616782,-29.16666667,0.86996654,0.9340252,0.91145833,0.73711164,0.73684211
"Penae",0.92105263,0.375,0.98151713,1.16666667,1.04248481,1.09209101,0.984375,1.05844341,0.92105263
"Phyto",1.65789474,2.82380952,1.21246234,-1.16666667,1.23132644,0.76637965,1.203125,1.47663985,1.65789474
"Ray",1.10526316,1.25833333,0.98151713,-26.83333333,0.97303256,0.74243029,1.02083333,0.92211041,1.10526316
"Sdem",1.65789474,2.61309524,1.21246234,8.16666667,1.25464715,0.83024463,1.203125,1.53310317,1.65789474
"Sdisc",0.55263158,0,0.89616782,-11.66666667,0.87474657,1.3411644,0.875,0.74523401,0.55263158
"SmesoPela",0.36842105,0,0.76340222,-19.83333333,0.71443668,1.36511376,0.765625,0.49711362,0.36842105
"Spela",0.55263158,0.2172619,0.89616782,-46.66666667,0.81464746,1.19746821,0.875,0.64634975,0.55263158
"Zoopl",1.84210526,3.90119048,1.28824124,1.16666667,1.27970761,0.73285054,1.2578125,1.59495958,1.84210526
