ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"ATotoa",0.45117188,0.11354013,0.84351547,-22.87660789,0.72066877,1.17310302,0.82148936,0.50967076,0.45117188
"AvesCos",0.45117188,0.00708459,0.81492172,-63.02928291,0.72465544,1.13179657,0.80744681,0.51532526,0.45117188
"AvesMar",0.58007812,0.19654097,0.87418876,-4.28179183,0.80694158,1.1373041,0.86361702,0.63900242,0.58007812
"CAA",1.48242188,2.69249889,1.17269224,6.12207021,1.19932971,0.91269282,1.15851064,1.41154751,1.48242188
"CAPL",0.90234375,0.63367579,0.96160763,76.36224224,0.96864379,1.02026917,0.96893617,0.92076015,0.90234375
"CCA",1.09570312,1.24331222,1.02298684,-52.76070717,1.04400106,0.94227289,1.03212766,1.06959706,1.09570312
"CCPL",0.90234375,0.67616362,0.96160763,24.6014261,0.95601535,0.99548531,0.96893617,0.89690831,0.90234375
"CDeRo",1.03125,0.84783851,1.00167462,-33.99397858,1.04121938,0.99755063,1.01106383,1.06390489,1.03125
"Cepha",1.03125,1.18939539,1.00167462,-12.79669956,0.96826814,0.87104964,1.01106383,0.92004613,1.03125
"Esto",1.09570312,0.75750033,1.02298684,67.80082077,1.07904395,1.01030703,1.03212766,1.14260623,1.09570312
"Haemu",1.22460938,1.39211812,1.06845293,6.79432674,1.10512172,0.95265705,1.07425532,1.1985014,1.22460938
"InvBenth",1.35351562,1.53823151,1.11814841,-22.89797947,1.1762103,0.96657079,1.11638298,1.3576514,1.35351562
"Jaib",1.22460938,1.76748465,1.06845293,23.38117076,1.08533623,0.89482802,1.07425532,1.15597094,1.22460938
"JTotoa",0.70898438,0.40190545,0.90717701,-24.28038371,0.88935284,1.09875142,0.90574468,0.77618725,0.70898438
"Macroph",0.90234375,0.35595799,0.96160763,7.36807461,0.99906307,1.05744497,0.96893617,0.9794993,0.90234375
"Merlu",0.70898438,0.34336042,0.90717701,16.04000463,0.86975219,1.05669395,0.90574468,0.74235114,0.70898438
"Mojar",1.22460938,1.49135449,1.06845293,-2.28998743,1.10871898,0.94961341,1.07425532,1.20631653,1.22460938
"Mycto",0.96679688,0.88362347,0.98123228,6.99521361,0.96176707,0.93297489,0.99,0.90773301,0.96679688
"Myst",0.64453125,0.28203512,0.89037744,-44.05732537,0.81036637,1.01200788,0.88468085,0.64443799,0.64453125
"Odon",0.90234375,0.64647146,0.96160763,35.6632017,0.96258895,1.00787724,0.96893617,0.90928508,0.90234375
"OtroPec",1.8046875,3.78859565,1.33556616,54.57833526,1.30276932,0.89015387,1.26382979,1.66553346,1.8046875
"PecPla",1.03125,0.7007283,1.00167462,-49.81838568,1.05645094,1.05176534,1.01106383,1.09525938,1.03125
"Pela",0.96679688,1.38559235,0.98123228,14.99176669,0.91397261,0.82117211,0.99,0.81975614,0.96679688
"Phyto",0.96679688,0.59052659,0.98123228,74.50334959,1.01725029,1.05634347,0.99,1.01548604,0.96679688
"Polique",1.35351562,1.79998727,1.11814841,-28.43603876,1.16249987,0.93903317,1.11638298,1.32618509,1.35351562
"Ray",1.09570312,0.69265421,1.02298684,-2.46588681,1.08773783,1.03071727,1.03212766,1.16109241,1.09570312
"Rhino",0.83789062,0.25795477,0.94275258,85.23981478,0.9835057,1.12099335,0.94787234,0.94923136,0.83789062
"Sciae",1.61132812,2.84766976,1.2328303,-14.84979849,1.24290003,0.91832487,1.2006383,1.51597037,1.61132812
"Serran",0.90234375,0.40327591,0.96160763,7.49444734,0.99088941,1.03679175,0.96893617,0.96353765,0.90234375
"Tibur",0.96679688,0.88610933,0.96160763,14.65460714,0.96547723,0.92911962,0.98297872,0.91474994,0.96679688
"Vaqu",0.70898438,0.35237448,0.90717701,-48.49639379,0.88299779,1.09349423,0.90574468,0.76513409,0.70898438
"Zalo",0.64453125,0.24167803,0.87418876,-66.33047962,0.81804122,1.03513949,0.87765957,0.65670253,0.64453125
"Zoopl",1.22460938,1.59276024,1.06845293,4.07085492,1.09844287,0.95570068,1.07425532,1.18405879,1.22460938
