ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"Acod",1.26948052,0.75753305,1.11787743,2.6207558,1.16192494,0.99680951,1.10558751,1.29368278,1.26948052
"BalWhale",1.34415584,1.54342841,1.16087272,-0.01764819,1.16118559,0.9305266,1.13393591,1.29203693,1.34415584
"Benth",1.34415584,6.11954216,1.16087272,16.04220219,1.12956871,0.87236868,1.13393591,1.22263538,1.34415584
"BenthPro",0.07467532,0,0.64218491,17.08123921,0.29246719,1.17769772,0.61421528,0.08196453,0.07467532
"Bird",0.5974026,0.16645409,0.83840807,-1.25743334,0.81004252,1.07137779,0.85045193,0.62876344,0.5974026
"Cape",1.04545455,1.03243671,0.97363518,-23.12794936,1.04399474,0.97674137,1.01109285,1.04440339,1.04545455
"GreenHal",1.04545455,0.41023237,1.00608969,-4.61279494,1.06922245,1.03749561,1.02054232,1.09548842,1.04545455
"Hadd",0.8961039,0.13713174,0.94320908,-7.11001343,1.01308095,1.09046086,0.96384552,0.98346737,0.8961039
"Herr",0.74675325,0.5541763,0.86236259,10.09917514,0.88001909,0.9945003,0.89769926,0.74208874,0.74675325
"Jcod",1.04545455,0.79180959,1.00608969,12.53462498,1.06409787,1.02814881,1.02054232,1.08501266,1.04545455
"Mollu",0.67207792,0.10247659,0.86236259,-8.82188759,0.86530701,1.08319112,0.87880033,0.71748379,0.67207792
"Neph",0.5974026,0.45550479,0.83840807,2.26999808,0.78501371,1.0141286,0.85045193,0.59050848,0.5974026
"NorthShri",0.97077922,0.73598434,0.97363518,11.25292538,1.01918237,1.01161215,0.99219392,0.99534916,0.97077922
"OdemFish",1.04545455,0.52019924,1.00608969,-8.39612507,1.05840417,1.018802,1.02054232,1.0734325,1.04545455
"Ofish",1.34415584,1.28751035,1.16087272,-8.04536735,1.17178345,0.95233581,1.13393591,1.31572877,1.34415584
"OflatFish",0.97077922,0.17604024,0.97363518,-0.84270094,1.0476033,1.0720069,0.99219392,1.05163582,0.97077922
"Opel",0.8961039,0.32614006,0.94320908,9.83665835,0.9912638,1.04684242,0.96384552,0.94156465,0.8961039
"Phyto",0.44805195,0.27452647,0.77391514,9.52560905,0.63812547,0.86146408,0.78430567,0.39019689,0.44805195
"Pinni",1.41883117,1.97567529,1.20730762,-1.27508153,1.17997501,0.9091,1.16228431,1.33418874,1.41883117
"RedFish",1.19480519,0.45093727,1.07795324,-2.42883177,1.14079532,1.02230705,1.07723911,1.24705933,1.19480519
"Saithe",1.04545455,0.40934626,1.00608969,3.49875312,1.06892556,1.03282221,1.02054232,1.09488014,1.04545455
"ToothWhale",1.49350649,2.01998104,1.25761211,-1.28390562,1.21534126,0.9192585,1.1906327,1.41536398,1.49350649
"Zoopl",1.49350649,2.75293364,1.20730762,-4.54220219,1.19267554,0.88000191,1.18118324,1.36306409,1.49350649
