ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
CatFish,0.96610169,0.51775274,1.04127421,2.42744479,1.08737491,1.14476078,1.01861504,1.14063108,0.96610169
Crab,1.61016949,1.95197281,1.15697134,2.45741325,1.23092764,0.73591764,1.17423678,1.46167773,1.61016949
DrumCroak,0.48305085,0.01439394,0.82205858,-3.95583596,0.82504095,1.34918234,0.82762472,0.65665551,0.48305085
FlatFish,0.80508475,0.51775274,1.00768472,0,1.00863011,1.2265294,0.97617275,0.98140991,0.80508475
Gobie,1.12711864,1.08522315,1.07718021,-0.83911672,1.05941378,0.91113613,1.06105733,1.08272413,1.12711864
Herr,0.96610169,0.87137428,0.97619457,-0.59936909,0.92987904,0.79724411,0.99032018,0.83414105,0.96610169
IchthyoPl,1.44915254,2.06880622,1.04127421,0.83911672,1.12933707,0.70866143,1.10349963,1.23036438,1.44915254
Jack,0.96610169,0.51775274,1.04127421,2.42744479,1.08737491,1.14476078,1.01861504,1.14063108,0.96610169
MicroBenth,2.09322034,4.78837092,1.30159276,-0.23974763,1.35867215,0.68874343,1.30156366,1.78080322,2.09322034
Mojar,0.96610169,0.73660177,1.04127421,12.16719243,1.07639719,1.16520293,1.01861504,1.11771659,0.96610169
Mull,0.3220339,0.0239899,0.82205858,3.29652997,0.63164766,1.2265294,0.79932986,0.38488977,0.3220339
NeeFish,1.12711864,1.22670702,1.04127421,12.16719243,1.00609148,0.78848319,1.0469099,0.9764759,1.12711864
Ofish,0.6440678,0.12794613,0.94661291,1.85804416,0.8224047,1.01188676,0.91958302,0.65246579,0.6440678
Parg,0.80508475,0.35025253,0.97619457,-5.39432177,0.97880708,1.12840705,0.96202532,0.92423154,0.80508475
Phyto,0.3220339,0,0.67909187,-4.67507886,0.58020868,1.04254999,0.70029784,0.32475439,0.3220339
Ray,0.48305085,0.01439394,0.82205858,-3.95583596,0.82504095,1.34918234,0.82762472,0.65665551,0.48305085
Roba,0.96610169,0.58510824,1.04127421,-4.55520505,1.06587862,1.12431862,1.01861504,1.09597863,0.96610169
Shri,1.61016949,1.95197281,1.15697134,2.45741325,1.23092764,0.73591764,1.17423678,1.46167773,1.61016949
Zoopl,1.28813559,1.64962812,1.00768472,3.11671924,1.06594544,0.72058602,1.06105733,1.09611604,1.28813559
