ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"BaskSha",0.09411765,0,0.75263012,0.22123,0.37039861,1.50497389,0.72690864,0.12486198,0.09411765
"Bass",0.47058824,0.02521771,0.91726796,11.99409379,0.83391629,1.30029744,0.8951189,0.63290193,0.47058824
"Bird",0.75294118,0.31543839,1.00065596,10.2081101,0.89061697,0.95565842,0.97922403,0.72189402,0.75294118
"Bivalv",1.50588235,1.06407103,1.06093644,4.88231022,1.23411119,0.78258642,1.10538173,1.38611762,1.50588235
"Bream",0.65882353,0.16994585,0.9676673,-1.89050622,0.88310405,1.0491818,0.94918648,0.70976611,0.65882353
"CarnZoopl",0.18823529,0,0.80052477,18.09250543,0.46430388,1.0835812,0.77496871,0.19619871,0.18823529
"Cepha",1.6,4.73847446,1.12894519,0.00109795,1.24823499,0.80737423,1.14743429,1.41802606,1.6
"Cod",1.6,1.22548408,1.10072156,6.12173224,1.28902536,0.83216203,1.13541927,1.5122181,1.6
"CommCrab",0.47058824,0.00424478,0.91726796,6.79094916,0.83317935,1.25213828,0.8951189,0.63178383,0.47058824
"Crab",2.07058824,2.7966763,1.17410299,-1.75917284,1.43076374,0.75522326,1.22553191,1.86306221,2.07058824
"Dab",0.75294118,0.04726583,0.9676673,-1.13418893,1.05428498,1.27170294,0.9612015,1.01159704,0.75294118
"DepoFeed",2.82352941,6.66153676,1.35473422,0.37275949,1.58446809,0.66419514,1.38172716,2.28485424,2.82352941
"Echino",1.12941176,0.41480521,1.02392703,-3.28135936,1.11209721,0.92305065,1.03929912,1.12558165,1.12941176
"Gurna",0.56470588,0.02928396,0.95714918,-3.55492145,0.94446613,1.42470861,0.93116395,0.81182848,0.56470588
"Hake",0.94117647,0.53121767,0.9676673,9.34453927,0.96543934,0.77656653,0.98523154,0.84828442,0.94117647
"Herr",1.22352941,0.63298713,1.07387469,-24.86639616,1.20472388,1.00485949,1.07534418,1.32088968,1.22352941
"Jbass",0.37647059,0.01702715,0.91726796,13.34514121,0.76624273,1.45982467,0.88310388,0.53434806,0.37647059
"Jcod",0.56470588,0.00667037,0.9367843,3.06724677,0.93425115,1.32437702,0.91914894,0.7943626,0.56470588
"JohnDo",0.37647059,0.04115645,0.90781159,-1.08960841,0.66094779,1.05348172,0.87709637,0.39758118,0.37647059
"Jplai",0.56470588,0.04706689,0.94685725,13.78534142,0.91263809,1.33441018,0.92515645,0.758034,0.56470588
"Jsole",0.09411765,0,0.71014294,-6.67697981,0.3282812,1.02338224,0.68185232,0.0980807,0.09411765
"Jwhit",1.03529412,0.1401469,1.02392703,-17.1194811,1.21834169,1.24776017,1.02728411,1.35092026,1.03529412
"LBottFish",1.88235294,1.77942565,1.14360681,-4.57704756,1.41141783,0.83074559,1.18948686,1.81302047,1.88235294
"Lobs",0.65882353,0.08508146,0.92692342,8.14359179,0.84238022,0.93738374,0.92515645,0.64581456,0.65882353
"Mack",0.47058824,0.04996343,0.91726796,-27.63947638,0.72575164,1.03542204,0.8951189,0.47936637,0.47058824
"Mull",0.65882353,0.0709182,1.00065596,-12.58179881,0.98309559,1.31577717,0.96720901,0.87959551,0.65882353
"OFlatFish",0.65882353,0.10992967,0.9367843,-12.35285105,0.90525218,1.0835812,0.93116395,0.74581423,0.65882353
"OvWint",0.75294118,0.6744712,0.9367843,21.73548389,0.82001241,0.77506155,0.94317897,0.61197314,0.75294118
"Pil",0.75294118,0.43567852,0.9676673,-5.03470712,0.82782646,0.80516103,0.9612015,0.62369191,0.75294118
"Plai",0.56470588,0.04742249,0.94685725,-24.18020226,0.91325834,1.3043107,0.92515645,0.75906472,0.56470588
"Poll",0.94117647,0.25178555,1.01215775,8.63161092,1.1047402,1.13174036,1.00926158,1.1107385,0.94117647
"ProdPrim",0.94117647,1.82326695,1.04830624,1.37876962,0.96015246,0.86686496,1.02728411,0.8390192,0.94117647
"RayDogFish",2.44705882,4.36837651,1.29496654,-9.80500591,1.55798423,0.78953246,1.31564456,2.20911143,2.44705882
"Sande",1.03529412,1.0665384,1.04830624,17.87127543,1.06453802,0.94676539,1.03929912,1.0313685,1.03529412
"Scad",1.22352941,0.6613196,1.07387469,2.96434006,1.20599267,1.05579707,1.07534418,1.3236734,1.22352941
"Scall",0.18823529,0.0155642,0.69887083,-12.58369554,0.32665587,0.45149217,0.67884856,0.0971119,0.18823529
"Sdemers",2.35294118,3.61738099,1.27619891,-12.32301509,1.55431618,0.80907396,1.29762203,2.19872161,2.35294118
"Seal",0.94117647,0.41598459,0.95714918,-0.1094224,0.99796213,0.84880527,0.97922403,0.90639943,0.94117647
"Sgado",1.22352941,0.41268676,1.07387469,13.59460182,1.27561234,1.15767222,1.07534418,1.48091089,1.22352941
"Sha",0.18823529,0,0.72774979,15.05850408,0.39278224,0.75248694,0.71188986,0.14040908,0.18823529
"ShriPrawn",1.88235294,2.02964766,1.15865427,14.51032456,1.39548962,0.81569585,1.19549437,1.77233056,1.88235294
"Sole",0.47058824,0.78355803,0.9367843,-7.2843874,0.78791352,1.24009848,0.90713392,0.56500022,0.47058824
"Sprat",0.94117647,0.47640484,1.01215775,1.66763741,0.99216505,0.93308381,1.00926158,0.89589964,0.94117647
"SuspFeed",1.12941176,0.64173407,1.04830624,6.84299223,1.0780466,0.84278538,1.05131414,1.05770992,1.12941176
"ToothCet",0.94117647,0.54259543,0.9367843,8.29278611,0.93204124,0.74044715,0.96720901,0.79060902,0.94117647
"Whelk",0.65882353,0.04789581,0.92692342,6.38537019,0.92617001,1.14378016,0.92515645,0.78067979,0.65882353
"Whit",1.88235294,1.75736545,1.14360681,5.64057089,1.44622676,0.91201418,1.18948686,1.90355003,1.88235294
"Zoopl",2.35294118,6.92628759,1.24024964,6.89930776,1.40837948,0.64292485,1.28560701,1.8052231,2.35294118
