ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"Benth",2,3.8189951,1.3393531,1.87413572,1.34778367,0.74432619,1.30045872,1.7361865,2
"Bird",0.25,0,0.66967655,-4.81306018,0.42005001,0.75018703,0.67431193,0.16863899,0.25
"Cet",0.75,0.5067402,0.94542572,1.93866837,0.88028585,0.95336268,0.93922018,0.74063365,0.75
"EpiNeph",1,0.21397059,0.97407498,1.02714469,1.09771038,1.07839385,0.99942661,1.15167923,1
"FlatFish",0.5,0,0.86876958,-3.31267606,0.85900582,1.40660068,0.85493119,0.70525829,0.5
"Lobs",1,0.44816176,0.97407498,0.10486556,1.00751584,0.83223874,0.99942661,0.97019663,1
"Lpela",0.625,0.15625,0.91841356,4.30486556,0.81917934,1.05026184,0.90309633,0.64137788,0.625
"OctoVul",0.875,0.23180147,0.94542572,-0.24199744,1.0259195,1.09848815,0.96330275,1.00596428,0.875
"Odem",1.625,1.51507353,1.14801695,1.27720871,1.27661302,0.83674707,1.18004587,1.55766668,1.625
"OSPela",0.875,1.46311275,0.97407498,2.3715749,0.8848033,0.884149,0.97534404,0.74825471,0.875
"Phyto",0.625,0.17518382,0.91841356,1.93329065,0.87608381,1.20029925,0.90309633,0.73357969,0.625
"Pomad",0.75,0.17904412,0.91841356,1.28527529,0.96419811,1.17216723,0.9271789,0.88856364,0.75
"Pseudopen",0.375,0.01544118,0.84590722,-5.47720871,0.71989107,1.37534289,0.81880734,0.49532423,0.375
"Sard",1.125,2.30747549,1.03691853,6.41830986,0.94695669,0.70850997,1.04759174,0.85706986,1.125
"Sciae",0.875,0.33425245,0.97407498,3.50358515,1.02957253,1.16546914,0.97534404,1.01314098,0.875
"Sco",0.75,0.13033088,0.91841356,-2.91472471,0.98276071,1.21905392,0.9271789,0.92310598,0.75
"Sep",0.875,0.23180147,0.94542572,-0.24199744,1.0259195,1.09848815,0.96330275,1.00596428,0.875
"Sha",1.25,1.44019608,1.07148248,0.29308579,1.07453362,0.77831904,1.0837156,1.10356014,1.25
"Shri",1.625,1.41341912,1.14801695,1.18040973,1.27113123,0.81510706,1.18004587,1.54431812,1.625
"Spar",1,0.44234069,1.00451483,4.53072983,1.08931227,1.11355887,1.01146789,1.13412462,1
"Zoopl",2.25,5.97640931,1.46111248,5.95851472,1.40077373,0.71892924,1.37270642,1.87539162,2.25
