ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
AttWat,0.57731959,0.05096801,0.84981414,3.99551502,0.76148055,1.03025633,0.85256071,0.53126458,0.57731959
BenthFeed,2.74226804,7.29568279,1.48717474,-5.090148,1.66908718,0.89168384,1.45094183,2.55241492,2.74226804
BenthMicroAl,1.15463918,0.89693889,1.0497704,1.68904171,1.11095994,0.94440164,1.06437703,1.13081102,1.15463918
Bird,0.72164948,0.21189592,0.90742865,8.73613395,0.89857677,1.00736174,0.92140101,0.73978173,0.72164948
CalliaKra,0.86597938,0.27720366,0.97342346,8.40125579,1.00654255,1.06841397,0.9796505,0.92823408,0.86597938
CarnMac,1.15463918,0.51940236,1.02958251,-0.51906115,1.16911557,1.01594721,1.05378622,1.25229924,1.15463918
CatFish,1.29896907,0.77072675,1.09261817,-0.64882643,1.24503957,1.06841397,1.1067403,1.42023281,1.29896907
Copyp,1.01030928,1.32077234,1.09261817,2.55135297,0.94698271,0.93213668,1.05908162,0.82163196,1.01030928
Det,1.29896907,0.61326631,1.0497704,-2.6371655,1.23727762,1.03025633,1.08555867,1.40257969,1.29896907
DuskyKob,1.01030928,0.45513896,1.07076581,-0.04813874,1.1384354,1.19378908,1.05378622,1.18743546,1.01030928
Epiph,0.1443299,0,0.70445119,3.77365824,0.41890633,1.14472926,0.6799304,0.16077817,0.1443299
FishLarv,0.57731959,0.09129703,0.97342346,-4.76992077,0.80210896,1.17334749,0.93199183,0.58946764,0.57731959
FreeWat,0.1443299,0,0.56955628,1.25160712,0.19401955,0.4578917,0.55495877,0.03448929,0.1443299
Graz,0.43298969,0.01649832,0.90742865,-4.37015996,0.80038426,1.37367511,0.87374234,0.5869354,0.43298969
Grunter,1.01030928,0.8465705,1.02958251,-1.50485872,1.0553875,0.9811965,1.03260458,1.02050967,1.01030928
Herb,1.44329897,2.6131785,1.07076581,4.09388548,1.23524775,0.90433611,1.11733111,1.39798134,1.44329897
Leer,0.43298969,0.10162994,0.89230484,12.32979519,0.71476381,1.10657161,0.86315152,0.46807812,0.43298969
MeioFau,1.01030928,0.21790123,1.01015642,-2.61204963,1.1234186,1.12837598,1.02201377,1.15631578,1.01030928
MicroZoopl,0.57731959,1.83838384,0.7873278,1.57183435,0.5721141,0.65821932,0.80490203,0.29988762,0.57731959
Mysid,1.29896907,2.32527743,1.13911256,-2.7083271,1.1045911,0.9157834,1.12262652,1.11788289,1.29896907
Phyto,0.86597938,0.63991302,0.89230484,0.79742861,0.83155849,0.83946812,0.92669642,0.633547,0.86597938
Pisci,1.29896907,0.97338604,1.13911256,-6.50082225,1.276505,1.15744847,1.12262652,1.49292595,1.29896907
SedBaci,1.15463918,0.80598663,1.0497704,5.54014053,1.14793389,1.01594721,1.06437703,1.20733277,1.15463918
SkipJack,1.15463918,0.59336997,1.11538105,-4.0185379,1.22694649,1.21627483,1.09085407,1.37925471,1.15463918
Sol,0.43298969,0.03838384,0.7873278,5.40409628,0.64930513,0.87762576,0.79113397,0.38626992,0.43298969
SuspFeed,1.29896907,0.55964423,1.0497704,-1.18044551,1.24571641,1.03025633,1.08555867,1.42177739,1.29896907
UpoAfri,1.29896907,1.55829034,1.11538105,-4.60248169,1.17278752,0.94122183,1.11203571,1.26017802,1.29896907
ZooplEater,1.58762887,2.36829315,1.16387588,9.07519809,1.24480725,0.89497015,1.1755806,1.41970283,1.58762887
