ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"Ari",1.07391304,0.81632128,1.02376176,3.94527736,1.05112483,1.00784038,1.02972028,1.08915373,1.07391304
"BenthAuto",1.15652174,0.96549928,1.07029639,1.12518741,1.08770539,0.9964069,1.06293706,1.16628089,1.15652174
"Brachy",1.15652174,1.15236346,1.07029639,-2.05097451,1.07966223,0.97989186,1.06293706,1.14909626,1.15652174
"Engra",0.82608696,0.82722312,0.9056354,-0.16141929,0.91003045,0.97879086,0.93006993,0.81638016,0.82608696
"Gerre",1.32173913,2.28561691,1.17732603,6.52323838,1.13074905,0.93929241,1.12937063,1.26041352,1.32173913
"Haemul",1.23913043,1.3735846,1.12126288,0.05222389,1.10931508,0.96080783,1.09615385,1.21308276,1.23913043
"Lutjan",0.57826087,0.05694306,0.81194898,-1.55722139,0.81269362,1.14504218,0.83041958,0.6510799,0.57826087
"MeioFau",0.99130435,0.53249385,0.98110502,-0.16616692,1.01871627,1.03402447,0.9965035,1.02302696,0.99130435
"MicroCrus",1.07391304,1.04331581,1.02376176,0.08070965,1.04287232,0.97819802,1.02972028,1.07211871,1.07391304
"Mollu",1.15652174,2.26649467,1.07029639,0.42253873,1.04328324,0.90282172,1.06293706,1.07296377,1.15652174
"Ofish",0.74347826,0.11349068,0.87209335,-0.03798101,0.90661166,1.0875454,0.89685315,0.81025775,0.74347826
"OmacroInv",1.32173913,2.45135529,1.17732603,6.58495752,1.1305493,0.93447553,1.12937063,1.25996826,1.32173913
"Penae",1.32173913,1.83659812,1.17732603,1.73288356,1.13666346,0.93929241,1.12937063,1.27363326,1.32173913
"Phyto",0.41304348,0.08239796,0.75956518,0.20889555,0.64849307,1.03273997,0.76398601,0.4145637,0.41304348
"Polychae",1.07391304,0.87501933,1.02376176,1.59995002,1.04892673,0.99005496,1.02972028,1.08460324,1.07391304
"Scian",0.99130435,0.5508045,0.98110502,1.45277361,1.0182117,1.02117944,0.9965035,1.0220138,0.99130435
"Spar",0.82608696,0.29607094,0.9056354,6.41404298,0.94823003,1.07898205,0.93006993,0.88635562,0.82608696
"Tetraod",0.82608696,0.40702423,0.9056354,-8.91129435,0.93350513,1.03273997,0.93006993,0.85904124,0.82608696
"Zoopl",0.90869565,1.06738291,0.94186082,1.74237881,0.94265645,0.95987364,0.96328671,0.87596647,0.90869565
