ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
AttWat,0.47282609,0.0459308,0.84795248,58,0.6778672,0.97224917,0.83790505,0.41749363,0.47282609
BenthFeed,2.83695652,7.94696734,1.44151922,-58,1.66189518,0.79724432,1.44246946,2.50938831,2.83695652
BenthMicroAl,1.10326087,0.45804844,0.88708875,-58,1.04198479,0.76668792,0.97260625,0.98646884,1.10326087
Bird,0.78804348,0.20631375,0.94525851,0,0.96025255,0.98002717,0.94927218,0.83778301,0.78804348
CalliaKra,1.26086957,0.82548838,1.08793903,-87,1.23403871,1.05002911,1.09776169,1.3836243,1.26086957
CarnMac,1.26086957,0.70403558,1.08793903,261,1.26671086,1.06461284,1.09776169,1.45785926,1.26086957
CatFish,1.73369565,1.17350492,1.20126602,58,1.44059203,1.00760369,1.21443201,1.88556987,1.73369565
Copyp,1.10326087,1.66123041,1.08793903,87,0.94049468,0.85002356,1.0712457,0.80366176,1.10326087
Det,1.41847826,1.01536933,1.10886094,174,1.31084985,1.03706578,1.12958086,1.56122865,1.41847826
DuskyKob,1.41847826,2.16143979,1.13060331,0,1.26012387,0.92039588,1.14018726,1.44273674,1.41847826
Epiph,0.31521739,0,0.9300124,-377,0.72830534,1.57504366,0.87502743,0.48193404,0.31521739
FishLarv,0.63043478,0.14538865,0.96101281,-87,0.79435391,1.07919658,0.93866579,0.5733089,0.63043478
FreeWat,0.1576087,0,0.57660769,145,0.19084463,0.4666796,0.56319947,0.03309181,0.1576087
Graz,0.63043478,0.11478526,0.96101281,116,0.95845618,1.31253638,0.93866579,0.83465143,0.63043478
Grunter,0.63043478,0.14506471,0.86060849,-29,0.82252065,0.87502426,0.86442104,0.6146873,0.63043478
Herb,1.41847826,1.25666114,1.06779201,-348,1.26178839,0.94632253,1.10836808,1.44655072,1.41847826
Leer,0.63043478,0.07047717,0.99415119,58,0.95808262,1.31253638,0.95987858,0.83400094,0.63043478
MacrophSal,0.1576087,0,0.73924063,29,0.43982737,1.05002911,0.70214322,0.17576205,0.1576087
MeioFau,0.63043478,0.04996867,0.82372527,29,0.84780858,0.96252668,0.85593592,0.65306473,0.63043478
MicroZoopl,0.63043478,1.71710526,0.78987355,116,0.54677788,0.5833495,0.81138907,0.27163297,0.63043478
Mysid,1.10326087,1.81063707,1.08793903,-29,1.01350089,0.95002633,1.0712457,0.93327339,1.10326087
Phyto,0.78804348,0.57439195,0.86060849,-116,0.71127812,0.7000194,0.89093702,0.45966296,0.78804348
Pisci,1.41847826,1.02217932,1.17675038,-174,1.33158799,1.08891907,1.15609685,1.61101786,1.41847826
SedBaci,1.41847826,0.69814504,1.08793903,145,1.27187942,0.93335921,1.11897447,1.46978055,1.41847826
SkipJack,0.31521739,0,0.9300124,145,0.72697112,1.63337861,0.87502743,0.48016989,0.31521739
Sol,0.78804348,0.33686027,0.99415119,87,1.0005289,1.14336503,0.98109136,0.90953598,0.78804348
SuspFeed,1.10326087,0.48206704,1.04837761,-58,1.20017987,1.13336475,1.05533611,1.30873974,1.10326087
UpoAfri,1.26086957,2.05085963,1.13060331,-232,1.14504159,0.93335921,1.11367127,1.19125061,1.26086957
ZooplEater,1.57608696,2.32708009,1.15321538,174,1.25545682,0.87502426,1.16670324,1.43206976,1.57608696
