ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"BallBar",0.49,0.28019863,0.8198228,1.55420981,0.65252412,0.9136262,0.81592614,0.4151571,0.49
"BallDent",0.98,1.23539453,0.98378736,2.60380149,0.95787116,0.94159435,0.99365263,0.89460957,0.98
"Cazul",1.19,0.94307933,1.0635539,-7.25331157,1.138808,1.05182176,1.06635892,1.26450445,1.19
"Ccafe",0.7,0.2317815,0.89435214,4.45808477,0.8736567,1.05067013,0.89671091,0.74421935,0.7
"CDeRo",1.05,0.80446413,1.00901267,11.11607297,1.06919461,1.06154664,1.01788806,1.11463547,1.05
"Cefalo",0.7,0.40870486,0.89435214,-0.7402659,0.81312702,0.97888522,0.89671091,0.64466801,0.7
"Fitopl",0.84,1.04233005,0.93694034,0.21327613,0.89794285,0.95713221,0.94518177,0.78617048,0.84
"Haemu",1.33,1.6837422,1.12432841,2.39689781,1.17537298,1.0063627,1.11482977,1.34700976,1.33
"InFau",1.4,2.05393094,1.15739689,7.51309089,1.2002623,0.99193702,1.1390652,1.40466147,1.4
"Jaib",0.84,0.27939342,0.93694034,-6.69170566,0.94333445,1.00063822,0.94518177,0.86766229,0.84
"LobMar",0.91,0.78110235,0.95979254,8.34594449,0.95549172,1.00900476,0.9694172,0.8901705,0.91
"Macrofit",0.91,0.22144804,0.95979254,4.85022513,1.02267642,1.08932355,0.9694172,1.01975495,0.91
"Major",1.12,0.91363594,1.03556564,0.35988665,1.09690709,1.03598685,1.04212349,1.17316481,1.12
"Manta",0.98,0.23303035,0.98378736,-0.59869341,1.06331677,1.09541917,0.99365263,1.10241386,0.98
"Merlu",0.84,0.8698251,0.93694034,2.37428107,0.88828884,0.95713221,0.94518177,0.76935671,0.84
"Mycto",0.77,0.78060028,0.91515103,1.45488542,0.80271955,0.87803038,0.92094634,0.62827101,0.77
"OtroPec",1.68,3.89388586,1.31171648,5.58541554,1.27226854,0.94353658,1.23600692,1.57825406,1.68
"PecPla",1.19,0.84189039,1.0635539,6.37272929,1.14645603,1.05566053,1.06635892,1.28154584,1.19
"Pelagic",0.56,0.45838902,0.85546727,1.97470619,0.67827499,0.87283932,0.84824005,0.44857075,0.56
"Polique",1.33,1.67097552,1.12432841,3.34011865,1.17692526,1.00292801,1.11482977,1.35057002,1.33
"Rhino",1.05,0.69753748,1.00901267,-11.95817887,1.08642538,1.08329964,1.01788806,1.15085111,1.05
"Sciae",1.4,2.19190483,1.15739689,1.42022843,1.19080465,0.98214817,1.1390652,1.3826122,1.4
"Serran",1.33,1.76453816,1.12432841,2.17142485,1.18442429,1.00979738,1.11482977,1.36783575,1.33
"Stomat",1.05,0.43952655,1.00901267,-6.41120566,1.09338307,1.09635144,1.01788806,1.16563889,1.05
"Tibur",0.77,0.52646694,0.91515103,-1.19978331,0.87722155,1.00854841,0.92094634,0.75030513,0.77
"Totoa",0.84,0.4807319,0.91515103,-4.05849288,0.93787633,1.02239123,0.93710329,0.85765078,0.84
"Vaqu",0.7,0.50908278,0.89435214,-4.5696128,0.82257514,0.98541112,0.89671091,0.65973648,0.7
"Zoopl",1.05,1.76240892,1.00901267,3.37597047,0.98187019,0.9179768,1.01788806,0.9399992,1.05
