ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
DemFeed,1.11111111,0.50925926,1.02065614,-30,1.09066626,1,1.04166667,1.15652863,1.11111111
Det,0.74074074,0.37037037,0.87484812,-20,0.85791945,0.92307692,0.90277778,0.7155923,0.74074074
Lpred,0.74074074,0,0.87484812,20,0.93270026,1.11538462,0.90277778,0.84577886,0.74074074
LzooBenthFeed,1.11111111,0.27777778,1.02065614,-10,1.09937038,1,1.04166667,1.17506176,1.11111111
MesoPelaFeed,1.11111111,0.50925926,1.02065614,-30,1.09066626,1,1.04166667,1.15652863,1.11111111
MollFeed,0.55555556,0.13888889,0.81652491,20,0.76868057,1.07692308,0.83333333,0.57446615,0.55555556
Mpred,1.11111111,0.27777778,1.02065614,-10,1.09937038,1,1.04166667,1.17506176,1.11111111
Phyto,0.37037037,0,0.7654921,40,0.68461545,1.30769231,0.76388889,0.45568635,0.37037037
PlFeed,1.66666667,4.76851852,1.36087485,10,1.21005493,0.76923077,1.25,1.42358303,1.66666667
Zoopl,1.48148148,3.14814815,1.22478736,20,1.16595607,0.80769231,1.18055556,1.32171253,1.48148148
