ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
BenthFFish,1.45833333,3.87308053,1.18971836,2.68170426,1.17138439,0.83611334,1.17276166,1.23503958,1.45833333
Berna,0.83333333,0.14175258,0.87246013,3.17042607,1.05149582,1.15282294,0.91740227,0.99516963,0.83333333
Bivalv,0.20833333,0,0.74782297,2.7443609,0.4814583,1.24150163,0.70933165,0.20864086,0.20833333
CarnZoopl,1.66666667,1.53293742,1.24637161,0.10025063,1.41816142,1.06414425,1.2295082,1.81022827,1.66666667
Crab,1.25,0.82252541,1.09057516,2.36842105,1.27072705,1.15282294,1.09709962,1.4534047,1.25
DetFish,0.41666667,0.07731959,0.72705011,0.9273183,0.4280961,0.62075081,0.73770492,0.16495464,0.41666667
Gastro,0.41666667,0.38659794,0.87246013,9.0726817,0.53163054,0.88678688,0.83228247,0.25439106,0.41666667
HerbFish,1.25,2.49463809,1.13799147,-3.73433584,1.14679736,1.00502513,1.11601513,1.18373743,1.25
HerbZoopl,1.66666667,1.1190974,1.13799147,-0.61403509,1.39733147,0.99763523,1.19167718,1.75744155,1.66666667
InFau,1.04166667,0.2757732,0.90254496,2.36842105,1.16054997,1.09961573,0.9741488,1.21229887,1.04166667
Periph,0.625,0.81755101,0.87246013,6.3283208,0.54852479,0.59119125,0.87011349,0.27081613,0.625
Phyto,0.83333333,0.33154603,0.90254496,1.25313283,0.98302557,1.01980491,0.93631778,0.86978446,0.83333333
PiscFish,0.83333333,1.50719126,1.00668476,-5.46365915,0.88541315,0.97546556,0.98360656,0.70562498,0.83333333
Shri,1.04166667,0.40781126,1.04695216,-0.80200501,1.19497525,1.24150163,1.04035309,1.28528616,1.04166667
ZooplFish,1.45833333,1.21217829,1.24637161,-5.40100251,1.33042882,1.11481779,1.19167718,1.59318167,1.45833333
