ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"Acod",1.28571429,0.33392857,1.01801138,3.34158416,1.30173781,1.11740681,1.07961783,1.52919418,1.28571429
"Aherr",1.5,1.46571429,1.20310436,-4.15841584,1.33348832,1.03543488,1.18471338,1.60470067,1.5
"Asprat",0.85714286,0.525,0.98030725,9.5049505,0.99444104,0.99660607,0.97452229,0.89242901,0.85714286
"Baci",0.21428571,0,0.64556819,11.13861386,0.28388221,0.72480442,0.63057325,0.07272637,0.21428571
"Bmacrof",1.5,2.84142857,1.15079547,-0.59405941,1.29399176,0.93189139,1.1656051,1.51104925,1.5
"Bmeiof",0.21428571,0,0.73523044,1.48514851,0.54141121,1.26840773,0.70700637,0.26452705,0.21428571
"Jcod",1.28571429,0.33392857,1.01801138,3.34158416,1.30173781,1.11740681,1.07961783,1.52919418,1.28571429
"Jherr",1.5,1.46571429,1.20310436,-4.15841584,1.33348832,1.03543488,1.18471338,1.60470067,1.5
"Jsprat",1.28571429,0.40928571,1.15079547,-2.67326733,1.3286564,1.20800736,1.12738854,1.5930924,1.28571429
"Mesozoopl",1.5,3.37,1.20310436,-2.52475248,1.21003519,0.93189139,1.18471338,1.32133094,1.5
"Microzoopl",0.85714286,2.18035714,0.94529628,9.05940594,0.67848842,0.63420387,0.95541401,0.41543251,0.85714286
"Pmacrof",1.07142857,0.8725,1.05873183,-10.3960396,1.03384004,0.97848596,1.05095541,0.96454457,1.07142857
"Seal",0.64285714,0.09642857,0.85381599,3.26732673,0.89202449,1.08720663,0.86942675,0.71807393,0.64285714
"Sprphyto",0.64285714,1.00571429,0.98030725,0.14851485,0.74888297,0.96640589,0.93630573,0.50610836,0.64285714
"Suphyto",0.64285714,0.1,0.85381599,-1.78217822,0.72389401,0.96640589,0.86942675,0.47289592,0.64285714
