ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"Anne",1.04761905,0.67469336,1.01426758,3.22285714,1.03866186,0.99722616,1.02040816,1.05854788,1.04761905
"BenthProd",0.76190476,0.25559163,0.91284082,-17.82857143,0.8968362,1.03383069,0.91836735,0.78920239,0.76190476
"Crab",1.14285714,1.05181558,1.05327787,-42.03428571,1.09014437,1.00843836,1.05442177,1.1660849,1.14285714
"Gru",1.23809524,1.55578383,1.09540898,-0.22857143,1.11683544,0.97104745,1.08843537,1.22388471,1.23809524
"Herr",1.04761905,1.43399088,1.01426758,0.16,0.9974999,0.90225224,1.02040816,0.97631027,1.04761905
"Jack",0.76190476,0.27951508,0.91284082,-16.04571429,0.92753328,1.12089012,0.91836735,0.84415293,0.76190476
"KingMack",0.66666667,0.15836941,0.85578827,29.39428571,0.85186614,1.06958724,0.87301587,0.71204074,0.66666667
"Lobs",0.95238095,0.85448513,0.97804374,-5.23428571,0.99878569,1.02730123,0.98639456,0.97882884,0.95238095
"MicroCrus",1.14285714,1.8431284,1.05327787,21.50857143,1.0527044,0.92863388,1.05442177,1.08736415,1.14285714
"Mojar",0.95238095,0.90372755,0.97804374,41.98857143,0.99527495,1.01859529,0.98639456,0.97195976,0.95238095
"Octo",1.23809524,1.36924396,1.09540898,-4.8,1.10997472,0.94425993,1.08843537,1.20889424,1.23809524
"Omollu",1.33333333,2.42615794,1.14105103,8.29714286,1.12996531,0.91412398,1.12244898,1.2528306,1.33333333
"Phyto",0.28571429,0.02525253,0.72066381,34.78857143,0.55069243,1.07373293,0.71428571,0.29756397,0.28571429
"Porg",0.76190476,0.25559163,0.91284082,15.86285714,0.91398916,1.08824283,0.91836735,0.81967979,0.76190476
"RedGroup",0.95238095,0.5137987,0.94431809,-4.48,0.98736744,0.97506558,0.97505669,0.95657657,0.95238095
"Sha",1.04761905,0.67496392,0.97804374,-8.77714286,1.03459776,0.98139717,1.00907029,1.05028025,1.04761905
"Shri",1.71428571,2.96911356,1.36926123,-3.08571429,1.28117739,0.91412398,1.2585034,1.61057393,1.71428571
"Snap",0.95238095,0.48585651,0.97804374,-4.27428571,0.99871671,1.01859529,0.98639456,0.97869365,0.95238095
"Trout",0.95238095,0.51935754,0.97804374,-24.8,1.01663983,1.07083095,0.98639456,1.01413641,0.95238095
"Zoopl",1.04761905,1.74956287,1.01426758,-3.63428571,1.010737,0.94182471,1.02040816,1.00239401,1.04761905
